-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2019 through 12/31/2022 
Location: Latitude  -6.9726   Longitude -40.3438 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 551.85 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M           MERRA-2 Wind Direction at 50 Meters (Degrees) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
-END HEADER-
YEAR,MO,DY,HR,WS50M,WD50M,PRECTOTCORR,T2M,QV2M
2020,7,10,0,8.44,109.36,0.0,23.46,11.78
2020,7,10,1,8.02,103.52,0.0,22.97,12.21
2020,7,10,2,6.96,100.81,0.01,22.19,12.57
2020,7,10,3,6.48,101.12,0.0,21.51,12.94
2020,7,10,4,6.26,102.11,0.0,20.97,13.24
2020,7,10,5,6.17,102.21,0.0,20.48,13.49
2020,7,10,6,6.73,102.13,0.0,21.12,13.61
2020,7,10,7,8.52,103.25,0.0,23.72,13.12
2020,7,10,8,8.59,104.43,0.0,26.42,12.33
2020,7,10,9,7.97,106.11,0.0,28.83,11.96
2020,7,10,10,7.26,108.24,0.0,30.71,11.78
2020,7,10,11,6.64,110.22,0.0,31.99,11.6
2020,7,10,12,6.18,110.82,0.0,32.73,11.54
2020,7,10,13,5.78,109.69,0.0,32.94,11.54
2020,7,10,14,5.5,107.69,0.01,32.73,11.54
2020,7,10,15,5.43,106.04,0.0,31.94,11.6
2020,7,10,16,5.61,105.51,0.0,30.48,11.72
2020,7,10,17,6.01,105.99,0.01,28.31,12.21
2020,7,10,18,6.63,107.2,0.01,27.12,12.57
2020,7,10,19,6.93,109.7,0.01,26.42,12.88
2020,7,10,20,6.93,114.02,0.01,25.62,13.37
2020,7,10,21,6.78,119.31,0.01,24.69,13.92
2020,7,10,22,6.71,122.73,0.02,23.8,14.28
2020,7,10,23,6.3,123.83,0.02,23.05,14.4
2020,7,11,0,6.48,124.69,0.03,22.44,14.16
2020,7,11,1,7.15,124.14,0.02,21.83,13.55
2020,7,11,2,7.67,122.52,0.02,21.12,13.06
2020,7,11,3,8.15,121.39,0.0,20.63,12.82
2020,7,11,4,8.26,119.84,0.0,20.4,12.7
2020,7,11,5,8.24,119.04,0.0,20.24,12.33
2020,7,11,6,8.0,119.47,0.0,20.33,11.96
2020,7,11,7,8.36,120.85,0.0,21.11,11.6
2020,7,11,8,8.52,122.5,0.0,22.4,11.41
2020,7,11,9,8.35,124.86,0.0,24.01,11.17
2020,7,11,10,7.88,127.47,0.0,25.7,10.93
2020,7,11,11,7.26,130.59,0.0,27.23,10.8
2020,7,11,12,6.6,133.66,0.0,28.43,10.8
2020,7,11,13,5.98,135.16,0.0,29.43,10.74
2020,7,11,14,5.7,136.17,0.0,29.62,10.74
2020,7,11,15,5.74,136.55,0.0,29.24,10.68
2020,7,11,16,5.86,137.59,0.0,28.36,10.68
2020,7,11,17,6.06,141.8,0.0,26.08,11.11
2020,7,11,18,6.85,143.44,0.0,24.84,11.11
2020,7,11,19,7.43,141.79,0.0,24.32,11.05
2020,7,11,20,7.68,139.33,0.0,23.78,10.99
2020,7,11,21,7.72,137.87,0.0,23.1,10.93
2020,7,11,22,7.91,137.12,0.0,22.49,10.86
2020,7,11,23,7.68,137.06,0.0,21.83,10.74
2020,7,12,0,7.5,137.2,0.0,21.12,10.74
2020,7,12,1,7.48,137.67,0.0,20.5,10.99
2020,7,12,2,7.42,138.12,0.0,19.91,11.47
2020,7,12,3,7.29,138.21,0.0,19.37,12.02
2020,7,12,4,7.24,138.24,0.0,18.92,12.45
2020,7,12,5,7.22,137.54,0.0,18.53,12.7
2020,7,12,6,7.77,137.32,0.0,19.29,12.7
2020,7,12,7,9.73,138.16,0.0,22.11,12.27
2020,7,12,8,9.25,137.36,0.0,25.26,12.02
2020,7,12,9,8.13,138.27,0.0,27.93,11.84
2020,7,12,10,7.02,141.01,0.0,29.96,11.66
2020,7,12,11,6.09,142.92,0.0,31.39,11.54
2020,7,12,12,5.43,141.6,0.0,32.19,11.41
2020,7,12,13,5.0,136.77,0.0,32.51,11.29
2020,7,12,14,4.82,131.85,0.0,32.39,11.23
2020,7,12,15,4.85,128.2,0.0,31.85,11.11
2020,7,12,16,5.0,125.45,0.0,30.6,11.11
2020,7,12,17,5.32,122.41,0.0,27.82,11.84
2020,7,12,18,6.19,120.9,0.0,26.5,11.78
2020,7,12,19,7.01,121.23,0.0,26.05,11.66
2020,7,12,20,7.65,122.91,0.0,25.6,11.6
2020,7,12,21,8.1,124.82,0.0,24.87,11.66
2020,7,12,22,8.14,124.8,0.0,23.98,11.84
2020,7,12,23,7.7,121.98,0.0,22.94,12.21
2020,7,13,0,7.12,117.75,0.0,21.94,12.45
2020,7,13,1,6.88,112.02,0.0,21.05,12.57
2020,7,13,2,6.76,106.45,0.0,20.27,12.51
2020,7,13,3,6.72,101.87,0.0,19.58,12.45
2020,7,13,4,6.82,98.9,0.0,19.0,12.33
2020,7,13,5,6.89,98.86,0.0,18.45,12.15
2020,7,13,6,7.53,102.22,0.0,19.02,11.96
2020,7,13,7,9.41,107.34,0.0,21.82,11.23
2020,7,13,8,9.26,111.68,0.0,25.01,10.68
2020,7,13,9,8.21,118.98,0.0,27.77,10.56
2020,7,13,10,7.28,127.58,0.0,29.87,10.38
2020,7,13,11,6.65,133.76,0.0,31.34,9.95
2020,7,13,12,6.2,136.12,0.0,32.31,9.46
2020,7,13,13,5.77,136.15,0.0,32.71,9.16
2020,7,13,14,5.45,135.41,0.0,32.56,8.97
2020,7,13,15,5.33,134.17,0.0,31.83,8.85
2020,7,13,16,5.38,132.47,0.0,30.45,8.91
2020,7,13,17,5.81,130.2,0.0,27.1,9.83
2020,7,13,18,6.75,126.58,0.0,25.8,9.83
2020,7,13,19,7.43,123.07,0.0,25.3,9.7
2020,7,13,20,7.68,121.13,0.0,24.69,9.7
2020,7,13,21,7.66,120.3,0.0,23.93,9.89
2020,7,13,22,7.49,120.69,0.0,23.26,10.13
2020,7,13,23,7.26,121.67,0.0,22.75,10.44
2020,7,14,0,7.05,122.37,0.0,22.09,10.8
2020,7,14,1,7.01,120.54,0.0,21.16,11.23
2020,7,14,2,7.23,112.1,0.0,20.55,11.66
2020,7,14,3,7.3,104.18,0.0,20.03,12.08
2020,7,14,4,7.13,100.42,0.0,19.5,12.45
2020,7,14,5,6.79,98.74,0.0,19.03,12.7
2020,7,14,6,6.18,100.41,0.0,19.79,12.88
2020,7,14,7,7.1,102.52,0.0,22.87,12.94
2020,7,14,8,6.21,108.18,0.0,25.83,12.57
2020,7,14,9,5.38,117.61,0.0,28.4,11.96
2020,7,14,10,5.11,126.36,0.0,30.44,11.23
2020,7,14,11,5.12,131.35,0.0,31.93,10.62
2020,7,14,12,4.96,135.38,0.0,32.88,10.13
2020,7,14,13,4.74,138.67,0.0,33.29,9.83
2020,7,14,14,4.64,141.57,0.0,33.16,9.58
2020,7,14,15,4.64,143.77,0.0,32.44,9.52
2020,7,14,16,4.79,144.89,0.0,30.96,9.58
2020,7,14,17,5.47,144.88,0.0,27.95,10.68
2020,7,14,18,6.61,142.49,0.0,26.93,10.93
2020,7,14,19,7.25,140.68,0.0,26.47,11.29
2020,7,14,20,7.22,140.14,0.0,25.5,11.9
2020,7,14,21,7.06,139.63,0.0,24.6,12.45
2020,7,14,22,6.88,137.9,0.0,23.83,12.7
2020,7,14,23,6.54,133.21,0.0,23.03,12.82
2020,7,15,0,6.39,127.65,0.0,22.32,12.82
2020,7,15,1,6.32,123.1,0.0,21.67,12.82
2020,7,15,2,6.12,120.04,0.0,21.03,12.88
2020,7,15,3,6.09,117.03,0.0,20.53,13.0
2020,7,15,4,6.33,114.51,0.0,20.1,13.06
2020,7,15,5,6.37,114.02,0.0,19.7,13.06
2020,7,15,6,7.07,114.95,0.0,20.42,12.94
2020,7,15,7,8.32,116.54,0.0,23.04,12.33
2020,7,15,8,7.96,116.79,0.0,26.13,11.6
2020,7,15,9,7.06,118.78,0.0,28.82,11.17
2020,7,15,10,6.43,122.4,0.0,30.83,10.99
2020,7,15,11,6.22,125.75,0.0,32.26,10.74
2020,7,15,12,6.22,128.68,0.0,33.15,10.5
2020,7,15,13,6.35,130.91,0.0,33.43,10.38
2020,7,15,14,6.57,132.01,0.0,33.17,10.25
2020,7,15,15,6.81,131.79,0.0,32.32,10.25
2020,7,15,16,7.07,131.28,0.0,30.92,10.31
2020,7,15,17,7.42,132.74,0.0,28.23,10.74
2020,7,15,18,8.11,135.31,0.0,26.86,10.93
2020,7,15,19,8.45,136.87,0.0,26.01,11.11
2020,7,15,20,8.15,138.07,0.0,24.87,11.35
2020,7,15,21,8.12,139.49,0.0,23.87,11.6
2020,7,15,22,8.09,139.07,0.0,22.95,11.84
2020,7,15,23,7.96,138.5,0.0,22.15,12.08
2020,7,16,0,7.89,138.09,0.0,21.4,12.33
2020,7,16,1,7.88,137.81,0.0,20.75,12.51
2020,7,16,2,7.86,137.66,0.0,20.19,12.76
2020,7,16,3,7.83,137.35,0.0,19.73,12.94
2020,7,16,4,7.68,137.14,0.0,19.36,13.06
2020,7,16,5,7.54,137.18,0.0,19.06,13.18
2020,7,16,6,8.02,137.13,0.0,19.94,13.24
2020,7,16,7,10.55,137.73,0.0,22.8,12.88
2020,7,16,8,10.59,135.9,0.0,25.7,12.33
2020,7,16,9,10.04,133.23,0.0,28.05,11.78
2020,7,16,10,9.5,131.93,0.0,29.94,11.11
2020,7,16,11,9.04,131.92,0.0,31.37,10.5
2020,7,16,12,8.59,132.2,0.0,32.3,9.95
2020,7,16,13,8.16,132.05,0.0,32.73,9.52
2020,7,16,14,7.8,131.51,0.0,32.6,9.09
2020,7,16,15,7.6,130.88,0.0,31.91,8.91
2020,7,16,16,7.57,130.77,0.0,30.57,8.91
2020,7,16,17,7.63,133.3,0.0,27.51,9.46
2020,7,16,18,8.48,136.42,0.0,26.02,9.7
2020,7,16,19,8.82,138.91,0.0,25.47,9.95
2020,7,16,20,8.59,141.2,0.0,24.49,10.31
2020,7,16,21,8.4,141.46,0.0,23.45,10.93
2020,7,16,22,8.74,136.81,0.0,22.51,11.78
2020,7,16,23,8.59,131.94,0.0,21.58,12.39
2020,7,17,0,8.97,129.88,0.0,20.84,12.39
2020,7,17,1,8.99,129.68,0.0,20.23,12.08
2020,7,17,2,8.96,129.91,0.0,19.71,11.72
2020,7,17,3,8.94,129.4,0.0,19.28,11.41
2020,7,17,4,8.92,129.31,0.0,18.89,11.11
2020,7,17,5,9.08,129.76,0.0,18.52,10.86
2020,7,17,6,9.98,130.4,0.0,19.02,10.56
2020,7,17,7,10.76,130.97,0.0,20.94,9.89
2020,7,17,8,10.57,132.21,0.0,23.4,9.16
2020,7,17,9,9.71,134.25,0.0,25.94,8.73
2020,7,17,10,8.7,136.56,0.0,28.25,8.73
2020,7,17,11,7.9,139.05,0.0,30.12,8.79
2020,7,17,12,7.31,141.38,0.0,31.34,8.79
2020,7,17,13,6.84,142.93,0.0,31.92,8.73
2020,7,17,14,6.6,143.56,0.0,31.88,8.42
2020,7,17,15,6.57,143.27,0.0,31.32,8.0
2020,7,17,16,6.73,141.75,0.0,29.98,7.57
2020,7,17,17,7.26,139.89,0.0,26.13,7.81
2020,7,17,18,8.45,137.55,0.0,24.15,7.39
2020,7,17,19,9.06,136.75,0.0,23.43,7.14
2020,7,17,20,9.34,137.17,0.0,22.69,7.39
2020,7,17,21,9.41,137.12,0.0,22.01,8.42
2020,7,17,22,8.61,137.02,0.0,21.18,10.13
2020,7,17,23,8.28,136.38,0.0,20.55,11.72
2020,7,18,0,8.07,135.86,0.0,19.98,12.45
2020,7,18,1,8.02,135.75,0.0,19.44,12.63
2020,7,18,2,8.53,133.7,0.0,18.98,12.57
2020,7,18,3,8.47,132.91,0.0,18.57,12.33
2020,7,18,4,8.29,131.83,0.0,18.28,12.08
2020,7,18,5,8.21,131.33,0.0,18.08,12.02
2020,7,18,6,9.36,131.24,0.0,19.04,11.9
2020,7,18,7,11.43,131.12,0.0,21.64,11.47
2020,7,18,8,11.15,130.34,0.0,24.04,10.99
2020,7,18,9,10.45,130.15,0.0,26.09,10.74
2020,7,18,10,9.78,130.01,0.0,27.87,10.68
2020,7,18,11,9.25,129.24,0.0,29.26,10.68
2020,7,18,12,8.81,128.84,0.0,30.48,10.74
2020,7,18,13,8.47,129.12,0.0,31.25,10.74
2020,7,18,14,8.34,129.03,0.01,31.31,10.68
2020,7,18,15,8.45,127.75,0.0,30.75,10.56
2020,7,18,16,8.64,127.54,0.0,29.33,10.5
2020,7,18,17,8.51,129.19,0.01,27.13,10.68
2020,7,18,18,8.41,132.14,0.01,25.37,10.99
2020,7,18,19,8.17,134.88,0.0,24.18,11.17
2020,7,18,20,8.29,135.76,0.0,23.26,11.35
2020,7,18,21,8.09,135.23,0.0,22.35,11.54
2020,7,18,22,7.76,133.29,0.0,21.5,11.78
2020,7,18,23,7.75,130.13,0.0,20.79,11.9
2020,7,19,0,7.71,127.46,0.0,20.12,11.9
2020,7,19,1,7.73,123.63,0.0,19.43,11.72
2020,7,19,2,7.91,120.59,0.0,18.9,11.47
2020,7,19,3,7.62,119.35,0.0,18.34,11.29
2020,7,19,4,7.4,118.21,0.0,17.81,11.17
2020,7,19,5,7.1,117.02,0.0,17.3,11.11
2020,7,19,6,7.66,117.14,0.0,18.03,11.11
2020,7,19,7,10.36,116.7,0.0,20.71,11.05
2020,7,19,8,10.75,115.93,0.0,23.51,10.62
2020,7,19,9,10.16,117.96,0.0,26.18,10.13
2020,7,19,10,9.36,120.2,0.0,28.57,9.77
2020,7,19,11,8.65,120.92,0.0,30.51,9.46
2020,7,19,12,7.96,121.43,0.0,31.82,9.16
2020,7,19,13,7.32,121.55,0.0,32.45,8.91
2020,7,19,14,6.95,121.12,0.0,32.38,8.73
2020,7,19,15,6.83,119.85,0.0,31.71,8.61
2020,7,19,16,6.81,118.51,0.0,30.33,8.67
2020,7,19,17,6.86,121.27,0.0,26.77,9.46
2020,7,19,18,7.69,127.57,0.0,25.19,9.7
2020,7,19,19,8.7,133.51,0.0,24.83,9.89
2020,7,19,20,9.38,136.86,0.0,24.54,10.38
2020,7,19,21,10.05,137.62,0.0,23.66,10.99
2020,7,19,22,9.64,136.9,0.0,22.58,11.47
2020,7,19,23,8.98,136.09,0.0,21.54,11.66
2020,7,20,0,8.62,135.26,0.0,20.76,11.66
2020,7,20,1,8.45,134.93,0.0,20.18,11.54
2020,7,20,2,8.87,134.79,0.0,19.71,11.6
2020,7,20,3,8.66,135.77,0.0,19.38,11.72
2020,7,20,4,8.68,137.66,0.0,19.13,11.84
2020,7,20,5,8.91,139.13,0.0,18.84,11.96
2020,7,20,6,9.47,138.11,0.0,19.36,11.96
2020,7,20,7,11.11,133.86,0.0,21.64,11.9
2020,7,20,8,11.53,129.11,0.0,24.46,11.66
2020,7,20,9,11.11,125.79,0.0,27.08,11.47
2020,7,20,10,10.31,124.79,0.0,29.19,11.35
2020,7,20,11,9.59,125.15,0.0,30.79,11.23
2020,7,20,12,8.95,125.91,0.0,31.79,11.11
2020,7,20,13,8.46,126.44,0.0,32.15,10.99
2020,7,20,14,8.18,126.77,0.0,31.94,11.05
2020,7,20,15,8.13,127.54,0.0,31.01,11.05
2020,7,20,16,8.2,129.39,0.0,29.37,11.17
2020,7,20,17,8.11,133.52,0.0,27.62,11.47
2020,7,20,18,8.16,137.52,0.0,26.4,11.66
2020,7,20,19,8.21,139.71,0.0,25.51,11.84
2020,7,20,20,8.15,140.6,0.0,24.53,11.9
2020,7,20,21,8.64,138.04,0.0,23.49,11.96
2020,7,20,22,8.63,135.95,0.0,22.44,12.08
2020,7,20,23,8.93,134.89,0.0,21.55,12.21
2020,7,21,0,8.7,133.58,0.0,20.9,12.27
2020,7,21,1,8.48,132.39,0.0,20.34,12.27
2020,7,21,2,8.33,131.62,0.0,19.87,12.21
2020,7,21,3,8.31,130.46,0.0,19.51,12.15
2020,7,21,4,8.29,128.92,0.0,19.25,11.96
2020,7,21,5,8.16,126.47,0.0,19.0,11.78
2020,7,21,6,8.86,123.93,0.0,19.5,11.47
2020,7,21,7,10.12,121.71,0.0,21.42,10.74
2020,7,21,8,10.27,120.43,0.0,23.93,9.83
2020,7,21,9,9.73,120.23,0.0,26.44,9.28
2020,7,21,10,8.99,120.31,0.0,28.62,9.09
2020,7,21,11,8.27,120.69,0.0,30.31,8.79
2020,7,21,12,7.64,121.92,0.0,31.44,8.36
2020,7,21,13,7.18,123.72,0.0,32.07,7.93
2020,7,21,14,6.94,124.96,0.0,32.08,7.57
2020,7,21,15,6.88,125.71,0.0,31.42,7.32
2020,7,21,16,6.94,126.44,0.0,30.05,7.39
2020,7,21,17,7.17,128.37,0.0,26.51,8.3
2020,7,21,18,8.13,131.26,0.0,24.82,8.67
2020,7,21,19,8.7,133.98,0.0,24.35,9.03
2020,7,21,20,8.66,135.29,0.0,23.68,9.52
2020,7,21,21,8.23,135.73,0.0,22.76,9.95
2020,7,21,22,8.0,136.03,0.0,21.93,10.25
2020,7,21,23,7.75,135.16,0.0,21.14,10.5
2020,7,22,0,7.51,132.85,0.0,20.38,10.8
2020,7,22,1,7.15,129.46,0.0,19.66,11.05
2020,7,22,2,6.75,125.62,0.0,18.98,11.29
2020,7,22,3,6.83,121.58,0.0,18.41,11.41
2020,7,22,4,7.03,117.96,0.0,18.07,11.47
2020,7,22,5,6.51,114.23,0.0,17.44,11.54
2020,7,22,6,6.88,112.93,0.0,18.25,11.54
2020,7,22,7,9.41,113.59,0.0,21.26,10.8
2020,7,22,8,10.03,115.13,0.0,24.33,9.77
2020,7,22,9,9.71,116.46,0.0,26.83,9.16
2020,7,22,10,9.29,117.1,0.0,28.86,8.61
2020,7,22,11,8.88,117.22,0.0,30.46,8.06
2020,7,22,12,8.44,116.73,0.0,31.59,7.63
2020,7,22,13,8.0,116.26,0.0,32.21,7.39
2020,7,22,14,7.62,115.83,0.0,32.22,7.32
2020,7,22,15,7.36,115.59,0.0,31.57,7.39
2020,7,22,16,7.18,115.67,0.0,30.2,7.63
2020,7,22,17,6.99,117.14,0.0,26.44,8.54
2020,7,22,18,7.29,120.74,0.0,24.56,8.85
2020,7,22,19,7.65,125.9,0.0,23.86,9.09
2020,7,22,20,8.11,131.45,0.0,23.34,9.4
2020,7,22,21,8.51,134.52,0.0,22.99,9.83
2020,7,22,22,8.19,134.92,0.0,22.25,10.38
2020,7,22,23,7.56,134.25,0.0,21.26,10.74
2020,7,23,0,7.29,132.48,0.0,20.43,10.93
2020,7,23,1,7.07,129.04,0.0,19.65,11.11
2020,7,23,2,6.89,122.21,0.0,18.97,11.23
2020,7,23,3,6.94,114.69,0.0,18.46,11.41
2020,7,23,4,7.11,111.52,0.0,18.17,11.54
2020,7,23,5,6.99,109.65,0.0,17.84,11.72
2020,7,23,6,7.44,109.77,0.0,18.75,11.78
2020,7,23,7,8.48,109.7,0.0,21.68,11.47
2020,7,23,8,8.25,107.08,0.0,25.08,10.86
2020,7,23,9,7.51,105.57,0.0,27.92,10.62
2020,7,23,10,6.8,106.21,0.0,30.04,10.44
2020,7,23,11,6.19,107.63,0.0,31.65,10.25
2020,7,23,12,5.64,110.27,0.0,32.81,9.95
2020,7,23,13,5.21,113.95,0.0,33.44,9.64
2020,7,23,14,5.02,117.0,0.0,33.43,9.4
2020,7,23,15,5.05,118.99,0.0,32.83,9.16
2020,7,23,16,5.25,120.76,0.0,31.5,9.09
2020,7,23,17,5.83,125.35,0.0,27.89,9.95
2020,7,23,18,7.12,131.0,0.0,26.2,9.77
2020,7,23,19,8.27,135.27,0.0,26.04,9.52
2020,7,23,20,8.95,137.83,0.0,25.4,9.52
2020,7,23,21,9.28,138.27,0.0,24.37,9.7
2020,7,23,22,9.37,135.17,0.0,23.29,10.19
2020,7,23,23,8.58,131.12,0.0,22.11,10.68
2020,7,24,0,8.36,126.38,0.0,21.22,10.93
2020,7,24,1,8.5,121.42,0.0,20.43,11.11
2020,7,24,2,8.11,116.19,0.0,19.61,11.29
2020,7,24,3,7.78,112.06,0.0,18.95,11.47
2020,7,24,4,7.58,110.0,0.0,18.46,11.6
2020,7,24,5,7.8,109.67,0.0,18.05,11.66
2020,7,24,6,8.37,111.01,0.0,18.79,11.54
2020,7,24,7,9.3,113.16,0.0,21.58,10.99
2020,7,24,8,8.62,112.03,0.0,24.96,10.62
2020,7,24,9,7.61,111.56,0.0,27.94,10.44
2020,7,24,10,6.85,114.81,0.0,30.19,10.25
2020,7,24,11,6.44,119.83,0.0,31.82,9.77
2020,7,24,12,6.26,124.23,0.0,32.87,9.16
2020,7,24,13,6.17,127.44,0.0,33.36,8.67
2020,7,24,14,6.21,129.28,0.0,33.24,8.3
2020,7,24,15,6.41,130.06,0.0,32.52,8.12
2020,7,24,16,6.75,131.1,0.0,31.08,8.06
2020,7,24,17,7.38,135.94,0.0,27.43,8.67
2020,7,24,18,8.61,140.59,0.0,25.58,8.67
2020,7,24,19,9.33,142.18,0.0,24.94,8.61
2020,7,24,20,8.84,142.43,0.0,23.76,8.85
2020,7,24,21,8.67,141.66,0.0,22.73,9.28
2020,7,24,22,8.45,140.55,0.0,21.94,9.77
2020,7,24,23,8.39,140.06,0.0,21.26,10.19
2020,7,25,0,8.41,139.41,0.0,20.59,10.56
2020,7,25,1,8.71,138.13,0.0,19.85,10.99
2020,7,25,2,9.16,134.03,0.0,19.24,11.47
2020,7,25,3,9.11,130.89,0.0,18.83,11.78
2020,7,25,4,8.83,127.63,0.0,18.55,11.9
2020,7,25,5,8.69,126.63,0.0,18.29,11.9
2020,7,25,6,9.33,126.97,0.0,19.12,11.84
2020,7,25,7,10.55,127.14,0.0,21.66,11.23
2020,7,25,8,9.76,127.69,0.0,24.59,10.62
2020,7,25,9,8.64,130.34,0.0,27.3,10.44
2020,7,25,10,7.77,134.67,0.0,29.5,10.25
2020,7,25,11,7.3,139.6,0.0,31.15,10.01
2020,7,25,12,7.09,144.14,0.0,32.26,9.7
2020,7,25,13,7.01,147.05,0.0,32.77,9.52
2020,7,25,14,7.11,147.93,0.0,32.69,9.28
2020,7,25,15,7.38,147.02,0.0,31.9,9.09
2020,7,25,16,7.83,145.15,0.0,30.37,8.91
2020,7,25,17,8.29,143.97,0.0,27.48,8.97
2020,7,25,18,9.1,141.69,0.0,25.63,8.91
2020,7,25,19,9.33,139.18,0.0,24.53,8.97
2020,7,25,20,8.47,137.8,0.0,23.39,9.22
2020,7,25,21,8.31,139.12,0.0,22.52,9.64
2020,7,25,22,8.58,141.14,0.0,21.84,9.95
2020,7,25,23,8.9,143.46,0.0,21.11,10.19
2020,7,26,0,9.12,145.44,0.0,20.26,10.44
2020,7,26,1,9.17,146.47,0.0,19.39,10.62
2020,7,26,2,9.07,146.38,0.0,18.6,10.8
2020,7,26,3,8.82,145.32,0.0,17.94,10.86
2020,7,26,4,8.54,143.63,0.0,17.41,10.86
2020,7,26,5,8.27,141.52,0.0,16.98,10.8
2020,7,26,6,8.98,139.13,0.0,17.78,10.68
2020,7,26,7,11.73,134.65,0.0,20.86,10.13
2020,7,26,8,10.48,130.98,0.0,24.1,9.4
2020,7,26,9,9.01,129.47,0.0,26.94,8.97
2020,7,26,10,7.8,129.48,0.0,29.15,8.67
2020,7,26,11,6.96,130.18,0.0,30.73,8.24
2020,7,26,12,6.55,131.18,0.0,31.78,7.69
2020,7,26,13,6.53,131.51,0.0,32.26,7.14
2020,7,26,14,6.8,130.9,0.0,32.18,6.77
2020,7,26,15,7.23,129.78,0.0,31.45,6.59
2020,7,26,16,7.57,128.59,0.0,30.03,6.65
2020,7,26,17,7.69,129.77,0.0,26.28,7.45
2020,7,26,18,8.53,131.62,0.0,24.4,7.93
2020,7,26,19,9.05,133.85,0.0,23.99,8.42
2020,7,26,20,9.27,135.85,0.0,23.56,8.91
2020,7,26,21,8.56,136.03,0.0,22.74,9.34
2020,7,26,22,8.13,133.71,0.0,21.88,9.58
2020,7,26,23,7.87,131.18,0.0,21.11,9.83
2020,7,27,0,8.06,126.88,0.0,20.55,10.07
2020,7,27,1,7.88,121.99,0.0,20.03,10.38
2020,7,27,2,7.69,118.44,0.0,19.51,10.74
2020,7,27,3,8.04,116.74,0.0,19.09,11.11
2020,7,27,4,7.83,115.67,0.0,18.67,11.35
2020,7,27,5,8.11,115.01,0.0,18.3,11.47
2020,7,27,6,9.14,114.5,0.0,18.83,11.41
2020,7,27,7,10.74,113.3,0.0,21.11,10.99
2020,7,27,8,10.48,111.56,0.0,23.84,10.31
2020,7,27,9,9.51,110.45,0.0,26.37,9.83
2020,7,27,10,8.71,109.26,0.0,28.45,9.34
2020,7,27,11,8.25,107.7,0.0,29.86,8.79
2020,7,27,12,7.94,106.29,0.0,30.77,8.42
2020,7,27,13,7.68,105.34,0.0,31.13,8.24
2020,7,27,14,7.57,105.93,0.0,30.91,8.18
2020,7,27,15,7.49,106.98,0.0,30.3,8.12
2020,7,27,16,7.22,108.22,0.0,29.21,8.18
2020,7,27,17,6.97,110.47,0.0,26.41,8.73
2020,7,27,18,7.32,113.58,0.0,24.73,8.85
2020,7,27,19,7.7,117.84,0.0,23.69,8.85
2020,7,27,20,8.21,123.16,0.0,23.01,8.97
2020,7,27,21,8.7,127.63,0.0,22.58,9.22
2020,7,27,22,8.92,128.24,0.0,21.98,9.7
2020,7,27,23,8.86,124.18,0.0,21.32,10.19
2020,7,28,0,8.46,118.77,0.0,20.67,10.62
2020,7,28,1,7.94,114.85,0.0,20.02,10.86
2020,7,28,2,7.32,113.2,0.0,19.6,11.17
2020,7,28,3,7.32,113.06,0.0,19.24,11.41
2020,7,28,4,7.31,114.98,0.0,18.89,11.6
2020,7,28,5,7.12,117.8,0.0,18.34,11.78
2020,7,28,6,7.86,118.3,0.0,19.11,11.9
2020,7,28,7,9.88,115.59,0.0,21.76,11.47
2020,7,28,8,9.41,114.33,0.0,24.65,10.86
2020,7,28,9,8.37,115.3,0.0,27.18,10.31
2020,7,28,10,7.6,116.17,0.0,29.26,9.7
2020,7,28,11,7.07,115.55,0.0,30.94,9.03
2020,7,28,12,6.64,114.18,0.0,32.19,8.54
2020,7,28,13,6.21,113.05,0.0,32.91,8.18
2020,7,28,14,5.88,112.41,0.0,33.02,7.87
2020,7,28,15,5.73,112.96,0.0,32.48,7.69
2020,7,28,16,5.73,115.17,0.0,31.17,7.69
2020,7,28,17,6.11,121.13,0.0,27.14,8.54
2020,7,28,18,7.35,128.27,0.0,25.19,8.54
2020,7,28,19,8.51,135.04,0.0,24.56,8.54
2020,7,28,20,9.25,138.91,0.0,24.14,8.91
2020,7,28,21,9.12,139.31,0.0,23.15,9.89
2020,7,28,22,9.05,137.59,0.0,22.08,11.23
2020,7,28,23,8.4,134.59,0.0,21.12,11.96
2020,7,29,0,8.04,129.56,0.0,20.33,12.08
2020,7,29,1,7.6,124.41,0.0,19.7,12.15
2020,7,29,2,7.88,122.62,0.0,19.26,12.15
2020,7,29,3,7.57,121.57,0.0,18.85,12.08
2020,7,29,4,7.57,121.62,0.0,18.44,12.02
2020,7,29,5,8.06,122.66,0.0,18.21,11.9
2020,7,29,6,8.31,124.32,0.0,18.99,11.78
2020,7,29,7,9.66,125.79,0.0,21.67,11.17
2020,7,29,8,9.38,126.63,0.0,24.8,10.44
2020,7,29,9,8.37,129.05,0.0,27.65,10.19
2020,7,29,10,7.39,132.56,0.0,29.99,10.07
2020,7,29,11,6.64,136.57,0.0,31.7,9.95
2020,7,29,12,6.19,140.94,0.0,32.82,9.83
